task,order_A,order_B,video,video_path,split,fill_in,shown_to_annotator
1_severity,376,278,37619_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37619_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,377,469,46850_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46850_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,378,452,36865_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36865_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,379,266,49351_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49351_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,380,161,48744_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48744_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,381,391,47020_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47020_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,382,10,48802_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48802_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,383,236,46026_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46026_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,384,248,36585_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36585_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,385,365,47186_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47186_5.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,386,227,38035_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38035_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,387,466,50436_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50436_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,388,250,36544_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36544_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,389,49,47827_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47827_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,390,69,33051_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33051_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,391,374,37653_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37653_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,392,62,33775_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33775_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,393,387,48687_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48687_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,394,380,47619_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47619_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,395,315,50489_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50489_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,396,185,50591_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50591_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,397,87,50435_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50435_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,398,143,49191_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49191_4.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,399,179,36954_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36954_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,400,199,46482_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46482_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,401,101,33045_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33045_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,402,37,36275_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36275_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,403,395,46939_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46939_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,404,433,47117_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47117_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,405,92,48851_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48851_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,406,25,46230_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46230_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,407,34,50705_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50705_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,408,184,48549_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48549_6.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,409,472,47347_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47347_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,410,226,49456_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49456_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,411,297,49539_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49539_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,412,251,47279_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47279_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,413,222,36478_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36478_7.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,414,198,37108_11,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37108_11.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,415,275,46183_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46183_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,416,42,37093_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37093_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,417,321,48233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48233_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,418,31,46627_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46627_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,419,299,33599_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33599_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,420,450,36233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36233_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,421,57,49733_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49733_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,422,358,49001_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49001_5.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,423,394,36819_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36819_6.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,424,4,36738_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36738_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,425,206,33166_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33166_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,426,96,50559_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50559_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,427,455,36667_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36667_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,428,492,37483_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37483_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,429,354,49864_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49864_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,430,367,50001_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50001_7.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,431,423,50835_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50835_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,432,16,49240_14,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49240_14.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,433,84,48483_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48483_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,434,254,36732_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36732_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,435,123,47919_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47919_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,436,186,36984_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36984_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,437,272,36389_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36389_4.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,438,359,48608_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48608_10.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,439,163,49165_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49165_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,440,131,46029_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46029_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,441,190,37927_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37927_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,442,194,47403_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47403_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,443,233,46546_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46546_4.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,444,352,36133_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36133_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,445,397,46101_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46101_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,446,435,33924_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33924_4.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,447,364,36221_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36221_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,448,5,46035_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46035_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,449,191,46466_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46466_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,450,320,37861_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37861_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,451,363,48575_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48575_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,452,288,37092_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37092_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,453,234,46125_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46125_10.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,454,103,36858_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36858_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,455,383,46341_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46341_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,456,264,37214_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37214_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,457,19,37535_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37535_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,458,249,47829_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47829_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,459,347,37471_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37471_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,460,262,38109_14,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38109_14.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,461,117,47681_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47681_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,462,187,37812_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37812_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,463,105,50846_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50846_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,464,232,37067_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37067_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,465,72,33425_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33425_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,466,60,36748_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36748_2.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,467,279,47004_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47004_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,468,253,36081_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36081_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,469,490,46376_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46376_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,470,242,33063_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33063_6.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,471,360,37815_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37815_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,472,291,37286_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37286_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,473,17,36092_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36092_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,474,335,32979_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/32979_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,475,77,50406_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50406_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,476,375,48183_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48183_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,477,121,50829_11,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50829_11.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,478,116,47483_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47483_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,479,378,36943_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36943_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,480,478,37630_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37630_4.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,481,97,33454_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33454_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,482,106,47130_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47130_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,483,91,33765_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33765_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,484,104,50871_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50871_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,485,417,33561_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33561_3.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,486,445,36672_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36672_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,487,40,48624_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48624_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,488,139,48840_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48840_5.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,489,468,47243_15,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47243_15.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,490,420,50807_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50807_3.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,491,243,33028_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33028_2.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,492,372,37603_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37603_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,493,158,37423_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37423_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,494,148,47548_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47548_1.mp4,train,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,495,164,48720_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48720_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
1_severity,496,428,33743_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33743_1.mp4,test,"annotation_sheet_A.csv / _B.csv: severity_0_to_3, usable_yes_no, knees_forward_at_s, notes",
2_boundary_check,,,33045_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33045_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 0.68-2.34 s
2_boundary_check,,,33166_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33166_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.46-2.80 s
2_boundary_check,,,33565_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33565_1.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.20-2.55 s
2_boundary_check,,,33747_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33747_2.mp4,train,"interval_check_sheet.csv: observed_start_s, observed_end_s, verdict_accurate_yes_no",labelled 1.51-2.03 s
