video,split,corpus_class,dataset_knees_forward_intervals_s,dataset_knees_inward_intervals_s,any_fault_interval,posture_v1_prob_fault,posture_v1_says_fault_at_0.525,rule_knees_forward,rule_peak_s,rule_peak_inside_labelled_interval,view,frames_dir,video_path
33154_1,validation,depth_fault,[],[],no,0.034,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33154_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33154_1.mp4
33170_1,validation,depth_fault,"[[0.76, 2.23]]","[[1.34, 2.22]]",yes,0.758,yes,UNCERTAIN,1.067,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33170_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33170_1.mp4
33172_4,validation,depth_fault,[],[],no,0.713,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33172_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33172_4.mp4
33205_1,validation,depth_fault,"[[5.21, 6.8]]",[],yes,0.325,no,UNCERTAIN,3.867,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33205_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33205_1.mp4
33233_1,validation,depth_fault,"[[2.47, 3.58], [4.53, 6.18]]",[],yes,0.910,yes,NOT_OBSERVED,2.767,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33233_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33233_1.mp4
33273_1,validation,depth_fault,"[[0.8, 2.1]]",[],yes,0.444,no,OBSERVED,1.433,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33273_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33273_1.mp4
33300_1,validation,depth_fault,"[[0.67, 1.67], [0.81, 3.03]]",[],yes,0.549,yes,NOT_OBSERVED,1.267,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33300_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33300_1.mp4
33373_5,validation,depth_fault,"[[0.83, 1.9]]","[[1.41, 2.46]]",yes,0.246,no,NOT_OBSERVED,1.067,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33373_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33373_5.mp4
33419_4,validation,depth_fault,"[[1.74, 2.65]]",[],yes,0.131,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33419_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33419_4.mp4
33466_5,validation,depth_fault,"[[0.6, 2.55]]",[],yes,0.512,no,OBSERVED,1.533,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33466_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33466_5.mp4
33500_3,validation,posture_fault,"[[0.52, 2.54]]",[],yes,0.411,no,UNCERTAIN,1.8,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33500_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33500_3.mp4
33577_1,validation,depth_fault,[],[],no,0.624,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33577_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33577_1.mp4
33584_1,validation,depth_fault,[],[],no,0.369,no,OBSERVED,1.133,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33584_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33584_1.mp4
33596_1,validation,depth_fault,"[[2.67, 6.73]]",[],yes,0.767,yes,OBSERVED,3.633,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33596_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33596_1.mp4
33603_1,validation,depth_fault,"[[0.63, 2.95]]",[],yes,0.293,no,OBSERVED,2.267,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33603_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33603_1.mp4
33628_4,validation,depth_fault,"[[1.96, 2.49]]",[],yes,0.476,no,OBSERVED,1.033,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33628_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33628_4.mp4
33671_1,validation,depth_fault,"[[2.16, 3.36]]",[],yes,0.475,no,NOT_OBSERVED,2.767,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33671_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33671_1.mp4
33675_1,validation,depth_fault,"[[0.66, 3.09]]",[],yes,0.603,yes,OBSERVED,1.1,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33675_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33675_1.mp4
33791_3,validation,depth_fault,"[[0.56, 2.43]]",[],yes,0.623,yes,OBSERVED,0.933,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33791_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33791_3.mp4
33845_1,validation,depth_fault,"[[0.49, 1.73]]",[],yes,0.688,yes,OBSERVED,0.833,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33845_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33845_1.mp4
33868_1,validation,depth_fault,"[[0.74, 2.27]]",[],yes,0.418,no,OBSERVED,1.633,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33868_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33868_1.mp4
33876_9,validation,depth_fault,[],[],no,0.001,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/33876_9,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/33876_9.mp4
36041_6,validation,depth_fault,"[[0.89, 1.87], [0.63, 1.83]]",[],yes,0.320,no,OBSERVED,0.9,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36041_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36041_6.mp4
36058_3,validation,depth_fault,[],[],no,0.816,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36058_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36058_3.mp4
36091_2,validation,depth_fault,"[[1.08, 2.93]]",[],yes,0.210,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36091_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36091_2.mp4
36158_2,validation,depth_fault,"[[0.56, 2.65]]",[],yes,0.504,no,NOT_OBSERVED,1.167,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36158_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36158_2.mp4
36190_2,validation,depth_fault,"[[1.14, 2.56]]",[],yes,0.471,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36190_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36190_2.mp4
36240_1,validation,depth_fault,"[[3.89, 5.58]]","[[3.54, 5.18]]",yes,0.306,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36240_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36240_1.mp4
36258_1,validation,depth_fault,"[[0.77, 2.34]]",[],yes,0.743,yes,OBSERVED,1.7,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36258_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36258_1.mp4
36267_1,validation,posture_fault,"[[2.4, 3.61]]",[],yes,0.274,no,OBSERVED,1.5,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36267_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36267_1.mp4
36295_1,validation,depth_fault,[],[],no,0.545,yes,OBSERVED,1.433,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36295_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36295_1.mp4
36318_5,validation,good_form,[],[],no,0.009,no,NOT_OBSERVED,0.567,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36318_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36318_5.mp4
36359_3,validation,good_form,[],[],no,0.275,no,UNCERTAIN,,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36359_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36359_3.mp4
36373_1,validation,depth_fault,"[[1.39, 3.02]]",[],yes,0.819,yes,UNCERTAIN,2.233,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36373_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36373_1.mp4
36431_1,validation,depth_fault,"[[5.96, 10.43]]",[],yes,0.940,yes,NOT_OBSERVED,6.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36431_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36431_1.mp4
36471_2,validation,depth_fault,"[[0.9, 3.45]]",[],yes,0.659,yes,OBSERVED,1.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36471_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36471_2.mp4
36474_2,validation,depth_fault,"[[1.1, 2.77]]",[],yes,0.310,no,NOT_OBSERVED,1.767,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36474_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36474_2.mp4
36499_1,validation,depth_fault,"[[2.94, 3.74]]",[],yes,0.553,yes,OBSERVED,2.267,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36499_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36499_1.mp4
36548_3,validation,depth_fault,"[[0.82, 2.52]]","[[1.79, 2.56]]",yes,0.566,yes,OBSERVED,1.2,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36548_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36548_3.mp4
36613_2,validation,depth_fault,"[[0.76, 2.38]]",[],yes,0.367,no,OBSERVED,1.267,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36613_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36613_2.mp4
36627_3,validation,depth_fault,[],[],no,0.373,no,OBSERVED,1.133,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36627_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36627_3.mp4
36644_6,validation,depth_fault,"[[0.35, 1.37]]",[],yes,0.517,no,OBSERVED,0.733,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36644_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36644_6.mp4
36663_1,validation,depth_fault,"[[2.83, 7.11]]","[[5.15, 7.0], [5.35, 7.12]]",yes,0.572,yes,NOT_OBSERVED,3.867,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36663_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36663_1.mp4
36669_2,validation,depth_fault,[],[],no,0.542,yes,NOT_OBSERVED,1.667,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36669_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36669_2.mp4
36759_3,validation,depth_fault,"[[1.06, 3.81]]","[[1.61, 3.17], [1.59, 2.99]]",yes,0.910,yes,OBSERVED,1.233,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36759_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36759_3.mp4
36777_4,validation,depth_fault,"[[1.13, 3.2]]",[],yes,0.579,yes,OBSERVED,1.733,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36777_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36777_4.mp4
36873_2,validation,depth_fault,"[[0.95, 2.59]]",[],yes,0.616,yes,OBSERVED,1.133,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36873_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36873_2.mp4
36964_1,validation,good_form,[],[],no,0.869,yes,OBSERVED,3.767,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36964_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36964_1.mp4
36971_9,validation,depth_fault,"[[0.9, 2.21]]",[],yes,0.313,no,NOT_OBSERVED,1.633,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36971_9,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36971_9.mp4
36979_1,validation,posture_fault,"[[0.88, 4.37]]",[],yes,0.945,yes,OBSERVED,1.1,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/36979_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/36979_1.mp4
37076_1,validation,depth_fault,"[[1.15, 2.07]]",[],yes,0.629,yes,OBSERVED,1.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37076_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37076_1.mp4
37117_1,validation,posture_fault,"[[3.3, 5.24]]",[],yes,0.709,yes,NOT_OBSERVED,3.9,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37117_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37117_1.mp4
37173_1,validation,depth_fault,"[[1.19, 2.36]]",[],yes,0.224,no,NOT_OBSERVED,1.6,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37173_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37173_1.mp4
37351_3,validation,depth_fault,"[[0.67, 2.3]]",[],yes,0.687,yes,OBSERVED,1.133,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37351_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37351_3.mp4
37367_2,validation,depth_fault,"[[1.82, 3.69]]",[],yes,0.451,no,OBSERVED,2.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37367_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37367_2.mp4
37394_4,validation,posture_fault,"[[1.39, 2.46]]",[],yes,0.065,no,UNCERTAIN,0.833,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37394_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37394_4.mp4
37410_1,validation,depth_fault,[],[],no,0.215,no,OBSERVED,2.133,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37410_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37410_1.mp4
37421_2,validation,depth_fault,[],[],no,0.500,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37421_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37421_2.mp4
37432_2,validation,posture_fault,"[[0.87, 4.17]]",[],yes,0.939,yes,NOT_OBSERVED,1.467,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37432_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37432_2.mp4
37474_3,validation,posture_fault,"[[1.66, 2.81]]",[],yes,0.306,no,OBSERVED,2.2,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37474_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37474_3.mp4
37490_4,validation,depth_fault,[],[],no,0.482,no,OBSERVED,0.7,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37490_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37490_4.mp4
37499_1,validation,depth_fault,[],[],no,0.326,no,OBSERVED,1.167,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37499_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37499_1.mp4
37500_6,validation,depth_fault,"[[1.02, 2.11]]",[],yes,0.363,no,OBSERVED,1.7,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37500_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37500_6.mp4
37531_7,validation,depth_fault,[],[],no,0.647,yes,OBSERVED,1.567,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37531_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37531_7.mp4
37547_1,validation,depth_fault,[],[],no,0.520,no,UNCERTAIN,1.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37547_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37547_1.mp4
37576_1,validation,depth_fault,"[[0.76, 1.94]]","[[1.42, 2.4], [1.47, 2.34]]",yes,0.831,yes,OBSERVED,1.233,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37576_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37576_1.mp4
37586_1,validation,good_form,[],[],no,0.906,yes,NOT_OBSERVED,1.4,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37586_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37586_1.mp4
37611_1,validation,depth_fault,"[[1.29, 3.16]]",[],yes,0.593,yes,UNCERTAIN,1.5,yes,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37611_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37611_1.mp4
37772_2,validation,good_form,[],[],no,0.698,yes,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37772_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37772_2.mp4
37803_2,validation,depth_fault,"[[0.69, 3.63]]",[],yes,0.667,yes,OBSERVED,1.7,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37803_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37803_2.mp4
37819_8,validation,depth_fault,"[[0.78, 1.54]]",[],yes,0.169,no,OBSERVED,1.1,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37819_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37819_8.mp4
37994_1,validation,depth_fault,"[[3.22, 4.64]]",[],yes,0.838,yes,OBSERVED,2.533,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37994_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37994_1.mp4
37997_4,validation,depth_fault,"[[0.52, 2.51]]",[],yes,0.618,yes,OBSERVED,0.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/37997_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/37997_4.mp4
38018_2,validation,good_form,[],[],no,0.643,yes,NOT_OBSERVED,1.167,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38018_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38018_2.mp4
38040_1,validation,depth_fault,"[[4.0, 6.61]]","[[4.55, 6.46], [4.59, 6.19]]",yes,0.941,yes,OBSERVED,4.367,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/38040_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/38040_1.mp4
45879_2,validation,posture_fault,"[[2.1, 3.15]]",[],yes,0.691,yes,NOT_OBSERVED,1.2,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45879_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45879_2.mp4
45919_1,validation,posture_fault,"[[2.57, 3.74]]",[],yes,0.413,no,NOT_OBSERVED,2.733,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45919_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45919_1.mp4
45945_2,validation,good_form,[],[],no,0.043,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45945_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45945_2.mp4
45946_1,validation,posture_fault,"[[2.51, 6.56]]","[[2.36, 6.23]]",yes,0.967,yes,OBSERVED,1.767,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/45946_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/45946_1.mp4
46039_1,validation,posture_fault,"[[1.62, 3.8]]",[],yes,0.889,yes,UNCERTAIN,1.667,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46039_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46039_1.mp4
46087_1,validation,posture_fault,"[[0.43, 2.35]]",[],yes,0.837,yes,NOT_OBSERVED,1.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46087_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46087_1.mp4
46129_9,validation,good_form,[],[],no,0.012,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46129_9,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46129_9.mp4
46133_1,validation,posture_fault,"[[2.08, 2.87]]",[],yes,0.565,yes,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46133_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46133_1.mp4
46207_2,validation,posture_fault,"[[3.26, 5.12]]",[],yes,0.868,yes,OBSERVED,1.933,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46207_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46207_2.mp4
46284_1,validation,posture_fault,"[[0.92, 4.99]]",[],yes,0.818,yes,OBSERVED,1.7,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46284_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46284_1.mp4
46311_1,validation,posture_fault,"[[1.56, 3.22]]",[],yes,0.565,yes,OBSERVED,1.9,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46311_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46311_1.mp4
46319_1,validation,posture_fault,"[[1.89, 3.83]]",[],yes,0.894,yes,NOT_OBSERVED,1.133,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46319_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46319_1.mp4
46348_1,validation,posture_fault,"[[1.76, 3.66]]",[],yes,0.916,yes,OBSERVED,1.133,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46348_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46348_1.mp4
46365_5,validation,posture_fault,"[[1.2, 3.36]]","[[1.75, 3.29]]",yes,0.879,yes,OBSERVED,1.367,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46365_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46365_5.mp4
46372_1,validation,good_form,[],[],no,0.443,no,OBSERVED,2.0,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46372_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46372_1.mp4
46407_1,validation,posture_fault,"[[2.94, 4.13]]","[[4.5, 6.71]]",yes,0.514,no,OBSERVED,3.833,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46407_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46407_1.mp4
46448_1,validation,posture_fault,"[[4.16, 5.22]]",[],yes,0.500,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46448_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46448_1.mp4
46449_3,validation,good_form,[],[],no,0.519,no,UNCERTAIN,,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46449_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46449_3.mp4
46462_4,validation,posture_fault,"[[2.57, 4.78]]","[[2.23, 4.27]]",yes,0.846,yes,OBSERVED,1.6,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46462_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46462_4.mp4
46470_8,validation,good_form,[],[],no,0.269,no,NOT_OBSERVED,0.933,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46470_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46470_8.mp4
